id,title,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
7apHeqaF1HGOJT7usKHKQJ,Give Me,Bad Gyal,59,0.846,0.786,4,-4.516,0,0.0875,0.091,3.42e-06,0.126,0.426,105.013,audio_features,spotify:track:7apHeqaF1HGOJT7usKHKQJ,https://api.spotify.com/v1/tracks/7apHeqaF1HGOJT7usKHKQJ,https://api.spotify.com/v1/audio-analysis/7apHeqaF1HGOJT7usKHKQJ,165600,4
73Sv0RLGr1MsFEykKcIvVR,N.A.L.B. (feat. chriseanrock),Gloss Up,38,0.794,0.6,8,-7.03,1,0.253,0.0101,0.0,0.91,0.511,141.981,audio_features,spotify:track:73Sv0RLGr1MsFEykKcIvVR,https://api.spotify.com/v1/tracks/73Sv0RLGr1MsFEykKcIvVR,https://api.spotify.com/v1/audio-analysis/73Sv0RLGr1MsFEykKcIvVR,150423,4
6jGSAwnrXnIYPwhrvftCoB,Company,Trevis,38,0.725,0.735,0,-7.32,0,0.0855,0.00384,0.0,0.163,0.515,90.531,audio_features,spotify:track:6jGSAwnrXnIYPwhrvftCoB,https://api.spotify.com/v1/tracks/6jGSAwnrXnIYPwhrvftCoB,https://api.spotify.com/v1/audio-analysis/6jGSAwnrXnIYPwhrvftCoB,183646,4
0r3cq4kZ3cXhYvmkywATG2,Heaven,Izzy Spears,31,0.422,0.727,9,-4.616,0,0.0647,0.00638,0.00027,0.372,0.654,154.845,audio_features,spotify:track:0r3cq4kZ3cXhYvmkywATG2,https://api.spotify.com/v1/tracks/0r3cq4kZ3cXhYvmkywATG2,https://api.spotify.com/v1/audio-analysis/0r3cq4kZ3cXhYvmkywATG2,206547,4
4hlZuSzSc1amD2v3FbZG1K,Detox,The Veronicas,45,0.397,0.803,7,-6.861,1,0.0789,0.00162,1.91e-05,0.0751,0.542,92.512,audio_features,spotify:track:4hlZuSzSc1amD2v3FbZG1K,https://api.spotify.com/v1/tracks/4hlZuSzSc1amD2v3FbZG1K,https://api.spotify.com/v1/audio-analysis/4hlZuSzSc1amD2v3FbZG1K,180237,4
20VKdzExG8ShH8Wr1p8STH,Walk It Like I Talk It,Saucy Santana,34,0.966,0.659,11,-10.477,0,0.262,0.118,0.0,0.195,0.794,114.042,audio_features,spotify:track:20VKdzExG8ShH8Wr1p8STH,https://api.spotify.com/v1/tracks/20VKdzExG8ShH8Wr1p8STH,https://api.spotify.com/v1/audio-analysis/20VKdzExG8ShH8Wr1p8STH,128440,4
4IobQL4j9hi0KdYoRFA4n9,don't break my...,Kenzie Cait,46,0.682,0.685,1,-3.415,0,0.0499,0.0638,0.0,0.0993,0.258,139.987,audio_features,spotify:track:4IobQL4j9hi0KdYoRFA4n9,https://api.spotify.com/v1/tracks/4IobQL4j9hi0KdYoRFA4n9,https://api.spotify.com/v1/audio-analysis/4IobQL4j9hi0KdYoRFA4n9,130643,4
3ChHOgGHUSBJBCr4JwfvQP,LOS SANTOS DRUG WARS,DāM-FunK,42,0.827,0.663,2,-6.717,1,0.152,0.085,0.704,0.0662,0.45,104.955,audio_features,spotify:track:3ChHOgGHUSBJBCr4JwfvQP,https://api.spotify.com/v1/tracks/3ChHOgGHUSBJBCr4JwfvQP,https://api.spotify.com/v1/audio-analysis/3ChHOgGHUSBJBCr4JwfvQP,178544,4
68p6HNk6PPf0SzyoFGOXst,WHERE DO U GO ?,Dafna,31,0.91,0.789,4,-6.267,1,0.0628,0.409,0.0,0.102,0.853,120.043,audio_features,spotify:track:68p6HNk6PPf0SzyoFGOXst,https://api.spotify.com/v1/tracks/68p6HNk6PPf0SzyoFGOXst,https://api.spotify.com/v1/audio-analysis/68p6HNk6PPf0SzyoFGOXst,117982,4
5H8dCCZTwe3nVhT8tgrAqe,WASSUP,Duke Deuce,35,0.777,0.499,1,-14.771,1,0.317,0.0203,1.74e-06,0.0383,0.631,142.031,audio_features,spotify:track:5H8dCCZTwe3nVhT8tgrAqe,https://api.spotify.com/v1/tracks/5H8dCCZTwe3nVhT8tgrAqe,https://api.spotify.com/v1/audio-analysis/5H8dCCZTwe3nVhT8tgrAqe,194366,4
6ojtrd3WzZYuPfoKOU4wjX,DIRTY SPOT,Hardrock,40,0.678,0.61,5,-6.778,0,0.21,0.00997,0.00997,0.151,0.426,168.032,audio_features,spotify:track:6ojtrd3WzZYuPfoKOU4wjX,https://api.spotify.com/v1/tracks/6ojtrd3WzZYuPfoKOU4wjX,https://api.spotify.com/v1/audio-analysis/6ojtrd3WzZYuPfoKOU4wjX,148687,4
